row_idx,description,review,desc_S01_score,rev_S01_score,desc_S02_score,rev_S02_score,desc_S03_score,rev_S03_score,desc_S04_score,rev_S04_score,desc_S05_score,rev_S05_score,desc_S06_score,rev_S06_score,desc_S07_score,rev_S07_score,desc_S08_score,rev_S08_score,desc_S09_score,rev_S09_score,desc_S10_score,rev_S10_score
13187,"Welcome to our garden apartment, nestled in a walkable neighborhood filled with diverse restaurants, cozy pubs, and the picturesque Washington Park. The apartment features a sound-dampened bedroom, ensuring a serene and peaceful retreat. Just steps away, you'll find the New York State Capitol, Empire State Plaza, The Egg, and the New York State Museum, making this location ideal for both relaxation and exploration.","My fiance, our dog, and I stayed here for a downtown wedding and we couldn't have been more pleased. There was a great setup for us to both work remotely during the day and the space was extremely clean and had everything we needed. We had to turn on the heat because it was the first super cold night of the season but the heat worked extremely fast and we'll that we only had to keep it at the high 50-60s. For what it's worth, the upstairs neighbor does wake up around 5am and you can hear footsteps through the ceiling around then, but it wasn't anything we couldn't handle since that's our usual wakeup time. Very communicative hosts and seamless check-in and check-out. Definitely will keep in mind if we ever visit Albany again!",0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1911,"Single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife.   Recently renovated room packed with basic amenities.","THESE PEOPLE I BOOK WITH WHEN I CAN. THE VALUE IS GREAT., COMPANY IS GREAT. HOSTS ARE VERY CONSIDERATE AND FRIENDLY. STAYED IN A DIFFERENT ROOM THIS TIME, THE MATTRESS WAS EXTREMELY COMFORTABLE! ENJOYED STAY . MY HUSBAND AND I HOPE TO SEE THEM SOON!",0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5
12499,"Discover a charming one-bedroom retreat with exposed brick walls and park views right in the heart of Albany. Just a leisurely 3-minute stroll from Albany Med, and mere minutes away from Downtown and state offices, this prime location is surrounded by a tapestry of distinctive and top-tier restaurants and bars, ensuring an unforgettable experience in the heart of our vibrant area. An ideal location for traveling nurses and visitors to the area, perfectly tailored to meet your needs.",Erion's place was conveniently located near bars and restaurants. It had a comfortable reclining sofa and a comfortable bed. I was very busy with my son and grandson  but when I was there I  felt comfortable and safe in this apartment.,0.5,0.5,0.8,0.6,0.5,0.5,0.8,0.6,0.5,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
4981,This unique apartment is designed after the rich boxing history of Mohammed Ali in the old Public School 14 Building.   Nearby ￮ 3 Min to Times Union Center ￮ 5 Min to Albany Law ￮ 7 Min to Palace Theater  ￮ 10-15 min to SUNY & St. Rose  Ask us for more info!  Airports ￮ 18 Min to Albany International Airport  Amenities ￮ Full-sized Pool Table ￮ Designer Curated Aesthetics ￮ Wide-Open for Mingling ￮ King Bed ￮ Work Station ￮ Yoga Station  Listing ￮ Entire Apartment for 4-6,Diana was a great host and responded to us with every question we had. The place itself was really nice as well. The pool table was super clean and nice to play on.  The space is just really boujee looking so we enjoyed it.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8
11785,"This stylish place to stay is perfect to stop for a night or stay longer. Open living/kitchen area is perfect to hang out with family and friends. One bedroom with plenty of closet space. Bonus tv in bedroom with updated bathroom. Centrally located close to U-Albany, St. Rose, St. Peter’s & Albany Med to name a few. Quiet residential neighborhood walkable to great restaurants on Madison Avenue. Come and relax at your home away from home.",The apartment was exactly as described. Check-in was straightforward and clear. The apartment was very clean.,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.8,0.5
11151,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.","The location was perfect for an appointment we had. I’m particularly happy that I chose this location for the parking. Other locations offered free street parking. Well, with lousy, slushy, rainy weather it was wonderful to park close to the entrance. Breakfast (which was also our night snack) was perfect: yummy Siggis yogurt, banana and low sugar granola. Comfortable bed, nice bathroom with the needed amenities, what else could we want?  Perfect for our needs. Thank you.",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
9551,"This amazing Airbnb will give you all the comforts of home! Tastefully decorated with everything you need and then some!!  -> Grab-N-Go items (Coffee, Tea, Light Snacks) -> Smart LED Tvs in (2) Livingrooms & (2) Bedrooms -> NordicTrack & Peloton bicycles -> Smart locks with keyless entry -> Fast wireless WiFi -> Queen beds with premium mattresses & pillow covers -> Fully equipped + utensil stocked kitchen + Keurig Coffee  -> Full size washer/dryer   And much more so come and enjoy your stay!",Felt very much at home.  The home was very clean. We enjoyed the outdoor patio as well as the outside upper deck. The host was very responsive when we had any questions. A lovely home and would stay again.,0.8,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.5,0.5
9476,"This amazing Airbnb will give you all the comforts of home! Tastefully decorated with everything you need and then some!!  -> Grab-N-Go items (Coffee, Tea, Light Snacks) -> Smart LED Tvs in (2) Livingrooms & (2) Bedrooms -> NordicTrack & Peloton bicycles -> Smart locks with keyless entry -> Fast wireless WiFi -> Queen beds with premium mattresses & pillow covers -> Fully equipped + utensil stocked kitchen + Keurig Coffee  -> Full size washer/dryer   And much more so come and enjoy your stay!","We had a wonderful stay at Richard and Priscela's place!  They were great with communication and provided clear check-in instructions.  The home was clean and spacious, and the beds were very comfortable.  The location was great -- in a quiet neighborhood but close to the restaurants and shops of Lark Street and not far from downtown.  Would highly recommend!",0.8,0.8,0.5,0.5,0.5,0.8,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.8,0.8,0.8,0.5,0.5
2359,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner.    It features  a driveway with covered parking, a nice outdoor area with seating, lounging and a weber 3 burner propane grill.   The home has central air and a 5 person Clearlight Premier IS-5 infrared cedar sauna by Jacuzzi.   My place is close to University of Albany, tennis, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture.",The place was clean and had everything we needed to enjoy our stay. I would definitely stay here again. Thank you!,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5183,"Urban Oasis!  2nd Floor guest bedroom in residential home.  Shared entrance.  Shared bath with one other guest room.  Use of kitchen and washer/dryer. Street parking.  Use of driveway, if necessary.  Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown.","I had an amazing stay with Ed and Anne. They were both very responsive to my texts, flexible with check-in and check-out, very understanding, polite, kind. I felt tight at home and very comfortable my whole time there. They were flexible with me while I was sick overnight as well. On top of that, it is only a 10mins from Albany Medical Center!",0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5
11297,"Enjoy a spacious yet cozy home in a quiet neighborhood with off-street parking. Minutes from restaurants, shopping, universities (UAlbany, Sage, St. Rose), parks, museums, hospitals(Albany Med, St.Peters) and State Capital Offices for those traveling for business.  We’re right off the main highway leading to the World Famous Saratoga Race Track (30 min) and Adirondack Mountains/Lake George (50 min)!   From this Air Force Family to yours, welcome to our home.","The place was very nice and clean. There is no central air conditioning, only window units which are relatively noisy and blow right on the beds. The fan in one of the bedroom was very noisy so was impossible to use. I would have appreciated at least one load worth of laundry detergent. Otherwise, excellent location and amenities, friendly communication from the host, and perfect space in the home. We will use it again if we come back. Thanks!",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
13762,Enjoy your stay in a safe 5 star neighborhood close to everything in Albany. Beautiful first floor apartment. Free parking on site in parking lot in rear of home. Also free parking on street if you prefer. This beautiful home is in a great neighborhood and its centralized location makes it easy for you to get around. Get a great breakfast/lunch at Cafe Madison just a few blocks away.  A few minutes walk to St. Peter's Hospital and local shops. Book now for your luxury stay.,Apartment was as described and close to everything you may need. Plenty of room and comfortable. Chris was quick with response and ensured we had a good stay.,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
643,"(21 years of age or older ONLY) NON- SMOKING.. NO PARTIES Allowed.  Cozy basement apartment in a historic brownstone in the heart of ""Center Square"".  Surrounded by shops, restaurants, and night life. Walking distance to Albany Med, State Offices, The State Capital, and The Empire State Plaza. 30 mins from Saratoga Raceway. 50 mins from Lake George. 1/2 mile Palace theater",The house was exactly as described. Great value! Sue was extremely helpful. ,0.5,0.5,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5
1743,"Regular breakfast free  Lunch packed $5 Dinner Plate $10  We updated cleaning protocol because of COVID-19 pandemic  OUR PRIORITY IS ORGANIC LIFE SO OTHER THING IS LESS IMPORTANT  FREE LAUNDRY  AIR CONDITIONING  No parking space on premises just street parking . Internet High speed WiFi, This building is 100 years older. We don't use chemical pesticides ,chemical cleaning stuff.We use Vinegar,baking powder,biological pesticides . Therefore not fancy clea","Adam is a great host, made me feel at home during my stay and I enjoyed the unique extras like the organic breakfasts. I enjoyed talking with Adam, he went out of his way to help me with my luggage, parking and local attractions that I would be interested in. One of the best deals on air bnb I've experienced. ~Namaste~",0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5
12237,"Located in the heart of Albany, only 7 minutes from SUNY Albany and 4 minutes from St. Peter's Hospital, Casa Bancroft is a charming Mid-Century modern home that has everything you need for a comfortable stay. The first level of the home is exclusively yours with an inviting living area, sun-filled dining, a fully equipped kitchen, two refreshed bathrooms and three spacious bedrooms. Stay just 10 minutes from Downtown, Washington Park, MVP arena and of course “The Egg”!",Lovely older home. Very clean neat and comfortable! For visits to St Peter’s medical it was perfect!,0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
2049,Old style comfort.  Large high ceiling studio w kitchen facilities and private walk in shower    Queen size bed.  Lots of windows.  Ceiling fan. Window a/c.   Old world ambience with large mirrors and wallpaper.  Street level.  No stairs.  Parking at the door in driveway.  Porch w rocking chairs. Lots of garden. Park  called Greenway across the street.  Walk to post office hospital lots of eateries Starbucks.  15minute bus service from new Scotland ave to downtown.  Wi-Fi 5 G. Lockbox entry.,"The room is private, charming and in a great location. Elizabeth made check in and check out easy and she was accommodating.  I hope to come back again soon.",0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
11869,"Place is within 2-3 miles of AMC, St. Peter's,  UAlbany, SUNY, College of St. Rose, Washington park, Empire State Plaza, and many other establishments.  Only 15 minute ride to the airport !","Thank you so very very much for my awesome stay with ya...F's went above and beyond for all that  were staying at the same time as me.   We really did become our new ""whanau"". Thank you again for the awesome experience...-From New Zealand-",0.0,0.0,0.5,0.5,0.0,0.8,0.8,0.8,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
9136,"Discover Lark Street - A Hip Albany Neighborhood. With countless restaurants, cafes, art galleries, special events, and more, this funky arts and entertainment district is a major Albany hotspot. The Spot on Lark is a beautifully renovated 1850s era 4 - story brick building, in the heart of Lark Street, and a perfect oasis to relax and explore. We have taken ample time to carefully craft this space with tasteful décor, to maximize its potential and ensure your enjoyment","Our booking was last minute. We booked that day, decided to make a last minute trip from Syracuse to see our favorite local band at Lark Hall. Brian was very accommodating and responses were quick.  Lark Hall was a half block away well within walking distance with other cool bars, restaurants nearby. We had a great time!",0.0,0.0,0.8,0.8,0.0,0.8,0.8,0.8,0.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8
1377,Spacious warm studio in 1840 house close to hospitals and downtown. Own bath flat screen cable tv wireless internet ground floor. Double bed coffee tea fridge microwave and parking. Suit 1. On park walk to post office cvs Chinese sports bar. Comfortable and decorated with taste. Irish host,"Walkable distance. Clean, most comfortable bed and homey. Couldnt have asked for more.  Would definitely stay there again",0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5
13532,"2-bed 1st floor apt. in a renovated historic two-century-old building in a quiet neighborhood of Albany's Pastures. Great location near Albany Medical Center, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts; easy access to local & regional bus routes and highways (I-787, I-90 & I-87).  1 King bed 1 Queen bed Cozy gas fireplace in living room Up to 6 NON-SMOKING guests Toiletries included  Save & BOOK this unit today! Message me anytime. Hope to welcome you soon!  -Earl",Earl always responded quickly. He was very friendly and helpful with all of our questions. The place looked just like the pictures and it was very clean and the beds were comfortable.,0.5,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5
5352,"Escape to an ultra-modern blackjack lounge with this unique studio for two. Located in the heart of central downtown Albany, you're only minutes away from the Times Union Center and major tourist attractions.  Or, stay here while you visit your kids at nearby SUNY Albany, Saint Rose, and other colleges - then come back to your room in style.",My mom and I had a concert at the MVP arena and stayed at Diana's place for two nights. The apartment was wonderful! So clean and cozy and exactly as described! Short walk to the MVP arena. Some areas we walked through were a little dark but once we got through the neighborhood it was well lit. Diana was very responsive and helpful with all our concerns. It was a perfect relaxing weekend and would definitely return in the future if we are in the are again!,0.5,0.9,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.8,0.5,0.5
9086,"Discover Lark Street - A Hip Albany Neighborhood. With countless restaurants, cafes, art galleries, special events, and more, this funky arts and entertainment district is a major Albany hotspot. The Spot on Lark is a beautifully renovated 1850s era 4 - story brick building, in the heart of Lark Street, and a perfect oasis to relax and explore. We have taken ample time to carefully craft this space with tasteful décor, to maximize its potential and ensure your enjoyment","Great location, beautiful apartment! Brian responded quickly and was very helpful! Would certainly recommend!",0.5,0.9,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
12870,"Perfect place to relax with your family or stopover on a work trip. A quiet, suburban neighborhood that is close enough to everything. 5 min drive to UAlbany and St Peter's Hospital. 15 min drive to downtown Albany. 18 min drive to Albany Int'l Airport. 5-10 min drive to plenty of restaurants and pubs.",Great find ! We were in town for daughters wedding and needed to check in a bit early.  Very accommodating and responsive.  House was extremely clean and very comfortable.,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
7727,"This completely modernized garden-level space provides a charming and unique atmosphere while also being centrally located in the Capital Region of New York.   My partner and I have taken ample time to carefully craft this space to maximize its potential and ensure your enjoyment. Featuring a fully loaded kitchen with stainless steal appliances, marble countertops, exposed brick throughout, tasteful decor, and your own private patio. We truly hope you enjoy this space as much as we do!",This place is amazing.  The apt. has everything you need for a relaxing stay.  Everything is just as listed.   Great location with an easy walk to all the shops and restaurants. I would highly recommend staying at Todd and Pan's place.,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12371,"Our home is a sanctuary of space and elegance. It boasts high ceilings, polished wooden floors, and open lounging areas where you can mingle or find a quiet corner. 	Enjoy our kitchen for a cup of coffee or savor a movie night in the living room. 	Our sun-drenched patio is perfect for a morning stretch or an evening wind-down with a glass of wine. Step outside, and you’re in the heart of the city’s most walkable district. A short stroll takes you to eateries catering to all taste buds.",Beautiful location. Great hosts. Nice and quiet place to stay while traveling.,0.5,0.5,0.8,0.8,0.5,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
11533,"Stay in Albany's Grand House! Relax in this gorgeous, light-filled 600-sf guest suite in the historic Mansion District with dramatic 14-ft ceilings, marble fireplaces, modern art, fresh flowers & plants. Suite includes bedroom, living room w/sleeper sofa, work station & private bath. Perfect for couples or a family! Walk to downtown, MVP Arena, Lark Street, bars & restaurants. 24/7 entry. EV charger (non Tesla). Lovely garden. Coffee, snacks & reliable WiFi. Super clean, comfortable & private.",Phat was friendly with fantastic communication. He provided excellent recommendations on places to eat in the area.  Comfortable bed and beautiful backyard private space. Two thumbs up!,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5
7095,"800 sqft rustic style master suite in the heart of Albany, NY. Cozy up by the fire or take a dip in the pool or hot tub. Enjoy a Purple hybrid 4 luxury mattress. Originally a farmhouse, the home has been extensively renovated to highlight all of the original architecture and offer every luxury to guests. The outdoor patio, pool, and hot tub are available for guests to enjoy at no extra charge. The home is full of unexpected design and decor delights we know you will enjoy!","I have rented a good number of Airbnb's and houses through other platforms, but this was my first time renting a room within a private home. The great reviews of Thomas are all accurate - the space is spotless, very tastefully and thoughtfully furnished, and Thomas and co-host Delvin were amazing! The house is located in the more upscale en dof town, parking is off-street and easy. Delvin met me at the door and showed me around, and I got to meet the two lovely poodles who are very friendly and gentle. Thomas was present and very responsive with any questions I had, and greatly enjoyed chatting with him. The kitchen is to die for - and so is the very large upstairs suite. I visited out of season, but the pool and grounds were very well maintained and manicured. I'll be headed to Albany for business regularly, and this will always be my first choice to stay! As a woman traveling alone, it was a safe and cozy home away from home, and I can't wait to go back!",0.5,0.9,0.8,0.8,0.8,0.9,0.8,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5
7624,"Listing is designed with the business or casual traveler in mind PLEASE NO SMOKERS in the building *Newly renovated *Modern 1 bedroom w/Smart TVs that feels like home *Street parking *Equipped with coffee maker *Fridge *Wireless charger *Private bath *Across the street from the Capitol Building *Close to Highway I-87, I-90, I-787 & public transportation. Long term stays available. Please inquire with dates needed for more info. Traveling nurses, doctors, lobbyists, students are welcome.","Exactly what Jerry advertised on the app was exactly what we got. Jerry made his home feel like our home to us. He was very detailed with things he had available at our disposal. I appreciated the welcoming chocolate candy, not even hotels give you and charge more for the stay. Neighborhood felt safe, and building felt safe as well and was quiet morning and night. Definitely have no complaints, thanks for being responsive no matter the time and for being prompt.",0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.5,0.5,0.5,0.5
4041,"BOOK our affordable basement-level suite in the quiet neighborhood of Albany's Pastures. Great location near Albany Med, MVP Arena, Empire State Plaza, Library, Lark Street, State Offices, courts, restaurants, entertainment; easy access to local and regional bus routes and highways (I-787, I-90 and I-87). 10-hour metered parking in front, free after 5 PM and weekends.  Accommodates up to 3 NON-SMOKING guests. Toiletries included.  Message me anytime. Hope to welcome you soon!  -Earl","Earl’s place is in a nice quiet building, super close to the Times Center. Walking distance to several great bars and restaurants. Ample street parking. And Earl himself was very communicative! Thanks again.",0.5,0.5,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5
221,"Step into the charming and comfy 1BR/1BA apartment in the heart of Albany, NY. It promises a relaxing retreat bordering picturesque Washington Park and funky Lark Street while being within walking distance to the vibrant downtown, which offers easy access to restaurants, shops, and exciting attractions.  The lovely design and the prime location will leave you in awe.  ✔ Comfy Queen Bedroom ✔ Open Design Living ✔ Fully Equipped Kitchen ✔ Smart TV ✔ Wi-Fi ✔ Free Parking  See more below!","Stayed here for a week.  Great location, very clean, safe and quiet.  Listing was exactly as described and Ming was very responsive and helpful with the few questions I had.  I would recommend this apartment to anyone visiting the Albany area and will definitely stay again if I’m in the area.",0.5,0.5,0.8,0.8,0.5,0.8,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.8,0.8
